976,हत्थां
977,सकते
978,कताबां
979,डर
980,मजा
981,वह
982,इसी
983,मस्त
984,जाहलूं
985,आम
986,निक्के
987,ठाकुर
988,सुझत
989,जेडा
990,हुणा
991,लगणा
992,शो
993,घड़ी
994,आखर
995,बणे
996,हाई
997,फुल्लां
998,बचारे
999,कार
1000,कया
1001,कदे
1002,देवी
1003,दिल्ली
1004,4
1005,रैहन्दी
1006,आस
1007,प्रधान
1008,किसी
1009,टब्बर
1010,रोटियां
1011,ब्याहे
1012,जाहलु
1013,चीज
1014,रात्ती
1015,शुभ
1016,गलाया-
1017,औन्दे
1018,प्यारी
1019,भासा
1020,तिसरे
1021,गेइयां
1022,उन्नी
1023,वास्तव
1024,हाखीं
1025,दुःख
1026,गलल
1027,मना
1028,होरा
1029,रैहन्दे
1030,जाणदे
1031,वाला
1032,होगा
1033,छोटे
1034,रखदा
1035,हिम्मत
1036,जागत
1037,हाखी
1038,पहलैं
1039,जांगा
1040,मज़ा
1041,औन्दा
1042,पाणा
1043,बणना
1044,डॉक्टर
1045,फ़ी
1046,जमीन
1047,पिच्छै
1048,तुसा
1049,इसियो
1050,गुस्से
1051,धर्म
1052,खत्म
1053,उसदी
1054,तिसीयो
1055,पीणा
1056,चाल
1057,1
1058,सबना
1059,बोल
1060,गलान्दे
1061,मारा
1062,घीटुए
1063,जनता
1064,संत
1065,इकी
1066,बजीरे
1067,शांत
1068,पुत्तरे
1069,लगदे
1070,कसूर
1071,आद
1072,कारा
1073,छड्डा
1074,फी़
1075,सांई
1076,जमाने
1077,जब
1078,लगि
1079,जेहड़े
1080,संझ
1081,मुस्कल
1082,पै
1083,जाणें
1084,जाओ
1085,कम्में
1086,मौसम
1087,फर्क
1088,कन
1089,पास्से
1090,तिहत्थू
1091,गेइयो
1092,हम
1093,उन्हां
1094,खांदा
1095,मोमिन
1096,सुरु
1097,परोहत
1098,न्याणे
1099,सत्त
1100,धन
1101,राखी
1102,इन्ना
1103,रोआ
1104,पुच्छा
1105,इहा
1106,करो
1107,रोज़
1108,यए
1109,दुआई
1110,ईं
1111,दोयो
1112,रज्जी
1113,लाया
1114,जुआई
1115,छडी
1116,कितने
1117,देना
1118,मारने
1119,जणे
1120,खबर
1121,सीता
1122,म्हारा
1123,लैणे
1124,.........
1125,राणियां
1126,रो
1127,करां
1128,उआज
1129,पाए
1130,सके
1131,लम्मा
1132,लड़ाई
1133,पुरोहित
1134,भैण
1135,अपणां
1136,जीणे
1137,जनानियां
1138,उमर
1139,इतणी
1140,ताहलू
1141,सोच्चेया
1142,सभी
1143,पा
1144,गरीब
1145,सूरज
1146,$
1147,दुखी
1148,नांह
1149,कुल्लुवी
1150,गुस्सा
1151,साधु
1152,बरादरिया
1153,मजे
1154,चाह
1155,रोई
1156,करै
1157,भगतू
1158,गलान्दा
1159,साहित्य
1160,राजू
1161,दूरे
1162,मत्था
1163,संसार
1164,सरकारा
1165,समझदे
1166,देआ
1167,जाणदी
1168,मिल्ला
1169,रोणा
1170,बिल्ली
1171,चढ़ी
1172,दुख
1173,मित्र
1174,रवि
1175,करणे
1176,माहणुआं
1177,कदेया
1178,अब
1179,बखी
1180,दित्तेया
1181,माहणू
1182,मुन्नू
1183,पढ़ी
1184,छैळ
1185,पाहैं
1186,गलाणे
1187,तेज
1188,ती
1189,सद्दी
1190,दिख
1191,मैंने
1192,सेठ
1193,वापस
1194,परुआरे
1195,तुहाड़ी
1196,हथ
1197,पढ़ने
1198,दिखदे
1199,सांही
1200,तुस्सां
1201,बीती
1202,राधा
1203,कुन्नी
1204,सब्बनां
1205,कहजो
1206,लैंदा
1207,जित्थु
1208,घोड़ा
1209,तरीके
1210,इकसी
1211,हिमाचले
1212,लाज
1213,यार
1214,देश
1215,पौणी
1216,चलदी
1217,हुणी
1218,उदा
1219,लाला
1220,बच्चियां
1221,केइयां
1222,निबंध
1223,पहलें
1224,मारदे
1225,विचार
1226,कित्हा
1227,जानी
1228,हुंण
1229,तिद्दी
1230,वाल
1231,कुमार
1232,लम्मी
1233,लैन्दा
1234,इतनी
1235,कमाल
1236,खुसी
1237,रूपे
1238,दिखणे
1239,राणी
1240,सुआद
1241,नर्वदा
1242,बणाणा
1243,बधिया
1244,केवल
1245,पालतू
